card_id,primary_family,compatible_family,chord,note,pitch_class,note_in_chord,fit,fit_band,fit_description
C-0028,C major,F major,F/A/C,E4,4,false,0.537,loosely supports,"loosely supports F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0028,C major,F major,F/A/C,G4,7,false,0.537,loosely supports,"loosely supports F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0028,C major,F major,F/A/C,E4,4,false,0.537,loosely supports,"loosely supports F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0028,C major,G major,G/B/D,C4,0,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0028,C major,G major,G/B/D,E4,4,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0028,C major,G major,G/B/D,G4,7,true,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0028,C major,G major,G/B/D,E4,4,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0028,C major,D minor,D/F/A,C4,0,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0028,C major,D minor,D/F/A,E4,4,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0028,C major,D minor,D/F/A,G4,7,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0028,C major,D minor,D/F/A,E4,4,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0029,C major,C major,C/E/G,C4,0,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0029,C major,C major,C/E/G,E4,4,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0029,C major,C major,C/E/G,G4,7,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0029,C major,F major,F/A/C,C4,0,true,0.567,loosely supports,"loosely supports F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0029,C major,F major,F/A/C,E4,4,false,0.567,loosely supports,"loosely supports F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0029,C major,F major,F/A/C,G4,7,false,0.567,loosely supports,"loosely supports F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0029,C major,G major,G/B/D,C4,0,false,0.617,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0029,C major,G major,G/B/D,E4,4,false,0.617,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0029,C major,G major,G/B/D,G4,7,true,0.617,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0029,C major,D minor,D/F/A,C4,0,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0029,C major,D minor,D/F/A,E4,4,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0029,C major,D minor,D/F/A,G4,7,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0030,C major,C major,C/E/G,G4,7,true,0.883,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0030,C major,C major,C/E/G,B4,11,false,0.883,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0030,C major,C major,C/E/G,C4,0,true,0.883,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0030,C major,G major,G/B/D,G4,7,true,0.683,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0030,C major,G major,G/B/D,B4,11,true,0.683,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0030,C major,G major,G/B/D,C4,0,false,0.683,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0001,F major,C major,C/E/G,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0001,F major,F major,F/A/C,F4,5,true,0.7000000000000001,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0001,F major,G major,G/B/D,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0001,F major,D minor,D/F/A,F4,5,true,0.65,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0002,F major,C major,C/E/G,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0002,F major,F major,F/A/C,F4,5,true,0.7000000000000001,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0002,F major,G major,G/B/D,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0002,F major,D minor,D/F/A,F4,5,true,0.65,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0003,F major,C major,C/E/G,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0003,F major,F major,F/A/C,F4,5,true,0.7000000000000001,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0003,F major,G major,G/B/D,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0003,F major,D minor,D/F/A,F4,5,true,0.65,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0004,F major,C major,C/E/G,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0004,F major,F major,F/A/C,F4,5,true,0.7000000000000001,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0004,F major,G major,G/B/D,F4,5,false,0.65,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0004,F major,D minor,D/F/A,F4,5,true,0.65,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0005,F major,C major,C/E/G,F4,5,false,0.35,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0005,F major,F major,F/A/C,F4,5,true,1.0,strongly resolves to,"strongly resolves to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0005,F major,D minor,D/F/A,F4,5,true,0.95,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0006,F major,C major,C/E/G,A4,9,false,0.35,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0006,F major,F major,F/A/C,A4,9,true,1.0,strongly resolves to,"strongly resolves to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0006,F major,G major,G/B/D,A4,9,false,0.35,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0006,F major,D minor,D/F/A,A4,9,true,0.95,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0007,F major,C major,C/E/G,C4,0,true,0.95,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0007,F major,F major,F/A/C,C4,0,true,1.0,strongly resolves to,"strongly resolves to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0007,F major,G major,G/B/D,C4,0,false,0.35,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0007,F major,D minor,D/F/A,C4,0,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0008,F major,C major,C/E/G,E4,4,true,0.95,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0008,F major,F major,F/A/C,E4,4,false,0.4,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0008,F major,G major,G/B/D,E4,4,false,0.35,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0008,F major,D minor,D/F/A,E4,4,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0009,F major,C major,C/E/G,G4,7,true,0.95,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0009,F major,F major,F/A/C,G4,7,false,0.4,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0009,F major,G major,G/B/D,G4,7,true,0.95,strongly resolves to,"strongly resolves to G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0009,F major,D minor,D/F/A,G4,7,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0010,F major,F major,F/A/C,Bb4,10,false,0.4,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0010,F major,D minor,D/F/A,Bb4,10,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0011,F major,C major,C/E/G,D4,2,false,0.35,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0011,F major,F major,F/A/C,D4,2,false,0.4,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0011,F major,G major,G/B/D,D4,2,true,0.95,strongly resolves to,"strongly resolves to G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0011,F major,D minor,D/F/A,D4,2,true,0.95,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0012,F major,C major,C/E/G,E4,4,true,0.95,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0012,F major,F major,F/A/C,E4,4,false,0.4,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0012,F major,G major,G/B/D,E4,4,false,0.35,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0012,F major,D minor,D/F/A,E4,4,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0013,F major,C major,C/E/G,F4,5,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0013,F major,C major,C/E/G,G4,7,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0013,F major,F major,F/A/C,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0013,F major,F major,F/A/C,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0013,F major,D minor,D/F/A,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0013,F major,D minor,D/F/A,G4,7,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0014,F major,C major,C/E/G,A4,9,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0014,F major,C major,C/E/G,G4,7,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0014,F major,F major,F/A/C,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0014,F major,F major,F/A/C,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0014,F major,G major,G/B/D,A4,9,false,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0014,F major,G major,G/B/D,G4,7,true,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0014,F major,D minor,D/F/A,A4,9,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0014,F major,D minor,D/F/A,G4,7,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0015,F major,F major,F/A/C,Bb4,10,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0015,F major,F major,F/A/C,A4,9,true,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0015,F major,D minor,D/F/A,Bb4,10,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0015,F major,D minor,D/F/A,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0016,F major,C major,C/E/G,C4,0,true,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0016,F major,C major,C/E/G,D4,2,false,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0016,F major,F major,F/A/C,C4,0,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0016,F major,F major,F/A/C,D4,2,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0016,F major,G major,G/B/D,C4,0,false,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0016,F major,G major,G/B/D,D4,2,true,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0016,F major,D minor,D/F/A,C4,0,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0016,F major,D minor,D/F/A,D4,2,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0017,F major,C major,C/E/G,G4,7,true,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0017,F major,C major,C/E/G,F4,5,false,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0017,F major,F major,F/A/C,G4,7,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0017,F major,F major,F/A/C,F4,5,true,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0017,F major,D minor,D/F/A,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0017,F major,D minor,D/F/A,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0018,F major,C major,C/E/G,D4,2,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0018,F major,C major,C/E/G,E4,4,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0018,F major,F major,F/A/C,D4,2,false,0.4,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0018,F major,F major,F/A/C,E4,4,false,0.4,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0018,F major,G major,G/B/D,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0018,F major,G major,G/B/D,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0018,F major,D minor,D/F/A,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0018,F major,D minor,D/F/A,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0019,F major,C major,C/E/G,F4,5,false,0.35,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0019,F major,C major,C/E/G,A4,9,false,0.35,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0019,F major,F major,F/A/C,F4,5,true,1.0,strongly resolves to,"strongly resolves to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0019,F major,F major,F/A/C,A4,9,true,1.0,strongly resolves to,"strongly resolves to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0019,F major,D minor,D/F/A,F4,5,true,0.95,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0019,F major,D minor,D/F/A,A4,9,true,0.95,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0020,F major,F major,F/A/C,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0020,F major,F major,F/A/C,Bb4,10,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0020,F major,D minor,D/F/A,A4,9,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0020,F major,D minor,D/F/A,Bb4,10,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0021,F major,F major,F/A/C,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0021,F major,F major,F/A/C,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0021,F major,F major,F/A/C,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0021,F major,F major,F/A/C,Bb4,10,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0021,F major,D minor,D/F/A,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0021,F major,D minor,D/F/A,G4,7,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0021,F major,D minor,D/F/A,A4,9,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0021,F major,D minor,D/F/A,Bb4,10,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0022,F major,F major,F/A/C,Bb4,10,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0022,F major,F major,F/A/C,A4,9,true,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0022,F major,F major,F/A/C,G4,7,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0022,F major,F major,F/A/C,F4,5,true,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0022,F major,D minor,D/F/A,Bb4,10,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0022,F major,D minor,D/F/A,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0022,F major,D minor,D/F/A,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0022,F major,D minor,D/F/A,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0023,F major,F major,F/A/C,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0023,F major,F major,F/A/C,Bb4,10,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0023,F major,F major,F/A/C,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0023,F major,F major,F/A/C,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0023,F major,D minor,D/F/A,A4,9,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0023,F major,D minor,D/F/A,Bb4,10,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0023,F major,D minor,D/F/A,A4,9,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0023,F major,D minor,D/F/A,G4,7,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0024,F major,C major,C/E/G,C4,0,true,0.862,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0024,F major,C major,C/E/G,D4,2,false,0.862,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0024,F major,C major,C/E/G,C4,0,true,0.862,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0024,F major,C major,C/E/G,E4,4,true,0.862,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0024,F major,F major,F/A/C,C4,0,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0024,F major,F major,F/A/C,D4,2,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0024,F major,F major,F/A/C,C4,0,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0024,F major,F major,F/A/C,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0024,F major,G major,G/B/D,C4,0,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0024,F major,G major,G/B/D,D4,2,true,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0024,F major,G major,G/B/D,C4,0,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0024,F major,G major,G/B/D,E4,4,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
F-0024,F major,D minor,D/F/A,C4,0,false,0.438,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0024,F major,D minor,D/F/A,D4,2,true,0.438,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0024,F major,D minor,D/F/A,C4,0,false,0.438,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0024,F major,D minor,D/F/A,E4,4,false,0.438,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0025,F major,C major,C/E/G,D4,2,false,0.438,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0025,F major,C major,C/E/G,E4,4,true,0.438,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0025,F major,C major,C/E/G,F4,5,false,0.438,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0025,F major,C major,C/E/G,A4,9,false,0.438,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0025,F major,F major,F/A/C,D4,2,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0025,F major,F major,F/A/C,E4,4,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0025,F major,F major,F/A/C,F4,5,true,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0025,F major,F major,F/A/C,A4,9,true,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0025,F major,D minor,D/F/A,D4,2,true,0.862,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0025,F major,D minor,D/F/A,E4,4,false,0.862,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0025,F major,D minor,D/F/A,F4,5,true,0.862,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0025,F major,D minor,D/F/A,A4,9,true,0.862,strongly resolves to,"strongly resolves to D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
F-0026,F major,C major,C/E/G,G4,7,true,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0026,F major,C major,C/E/G,F4,5,false,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0026,F major,C major,C/E/G,G4,7,true,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0026,F major,C major,C/E/G,A4,9,false,0.625,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
F-0026,F major,F major,F/A/C,G4,7,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0026,F major,F major,F/A/C,F4,5,true,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
F-0026,F major,F major,F/A/C,G4,7,false,0.725,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
